"Strain","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","r_min","r_max","r_mean","c_min","c_max","c_mean","i_min","mean_int","i_max","mean_response","Complexity","id","significant","null","response"
"100",1,0,0,1,0,0,1,0,43.5336364593193,47.4569875783262,45.3866928005854,43.7782294095084,49.6210236351498,46.7768492049913,0.815872108206777,0.962377952495399,1.12387789254581,0.970281102125673,3,"147",FALSE,1.01381868632965,"Additive"
"100",1,0,0,1,0,0,0,1,44.0871916186105,47.7110309619562,46.4318522214546,43.7782294095084,49.6210236351498,46.7768492049913,0.805428780093279,0.97122080253679,1.16739017537432,0.992624621166236,3,"148",FALSE,1.03172292676245,"Additive"
"100",1,0,0,0,1,1,0,0,43.4434874876385,47.5053753448361,45.3392464209235,43.7782294095084,49.6210236351498,46.7768492049913,0.772823605654569,0.92600788905831,1.09663675331909,0.969266788838903,3,"156",FALSE,1.0523492565627,"Additive"
"100",1,0,0,0,1,0,1,0,41.5432765886864,44.1758258288546,43.3154590819714,43.7782294095084,49.6210236351498,46.7768492049913,0.793323510234093,0.950399127338699,1.1194843187448,0.926002067649939,3,"157",FALSE,0.980947822277968,"Additive"
"100",1,0,0,0,1,0,0,1,47.6863613515778,48.5798153557151,48.1330883536464,43.7782294095084,49.6210236351498,46.7768492049913,0.865432740668216,1.03985116141687,1.26145158711255,1.02899381150517,3,"158",FALSE,0.998271556688197,"Additive"
"100",1,0,0,0,0,1,1,0,44.3531023195726,48.5825796040942,46.2523902980719,43.7782294095084,49.6210236351498,46.7768492049913,0.832627484410498,0.978468836665951,1.14804218316228,0.988788066835775,3,"167",FALSE,1.01577135893146,"Additive"
"100",1,0,0,0,0,1,0,1,45.4724523437791,48.7104881955131,47.4012551859319,43.7782294095084,49.6210236351498,46.7768492049913,0.827719992232849,0.987879914486657,1.18482388999088,1.01334861136551,3,"168",FALSE,1.03371008395231,"Additive"
"100",1,0,0,0,0,0,1,1,43.3137075299921,45.6806566076951,44.5611176764088,43.7782294095084,49.6210236351498,46.7768492049913,0.827824185118213,0.997896226647365,1.20531863796258,0.9526318773872,3,"178",FALSE,0.963573309332579,"Additive"
"100",0,1,1,1,0,0,0,0,47.671455495666,49.9569842705232,48.7944403140935,43.7782294095084,49.6210236351498,46.7768492049913,0.841887514208818,0.983090892950662,1.1312166261513,1.0431322575888,3,"234",FALSE,1.06770354005839,"Additive"
"100",0,1,1,0,1,0,0,0,46.0291404651468,48.6977034817378,47.4304696313338,43.7782294095084,49.6210236351498,46.7768492049913,0.835534798179082,0.987756576891447,1.1547209560107,1.01397316060084,3,"235",FALSE,1.03308557691962,"Additive"
"100",0,1,1,0,0,1,0,0,48.4517947149294,51.1450461230683,49.6366163346539,43.7782294095084,49.6210236351498,46.7768492049913,0.860492073749897,0.997635458865076,1.14697581251473,1.06113637789348,3,"236",FALSE,1.06975999796121,"Additive"
"100",0,1,1,0,0,0,1,0,43.801814543827,47.2114410036942,45.5140911376612,43.7782294095084,49.6210236351498,46.7768492049913,0.828945124326349,0.980890940486198,1.14370293609157,0.973004636079778,3,"237",FALSE,0.997177252529009,"Additive"
"100",0,1,1,0,0,0,0,1,45.7934915881503,47.8226751488522,46.7717291688762,43.7782294095084,49.6210236351498,46.7768492049913,0.830040194270663,0.991555944181952,1.18919935772558,0.999890543373439,3,"238",FALSE,1.01478760191805,"Additive"
"100",0,1,0,1,1,0,0,0,45.3132106641104,47.7642507970334,46.4795182664954,43.7782294095084,49.6210236351498,46.7768492049913,0.816708539019518,0.962918770006717,1.12951805933643,0.993643630480691,3,"245",FALSE,1.03956327799344,"Additive"
"100",0,1,0,1,0,1,0,0,47.5223083096687,49.7855101116996,48.6335918652995,43.7782294095084,49.6210236351498,46.7768492049913,0.834475530021606,0.971030572611735,1.11908350229017,1.03969362391578,3,"246",FALSE,1.07646765668992,"Additive"
"100",0,1,0,1,0,0,1,0,43.3855518035049,46.8732973602105,45.5159493981503,43.7782294095084,49.6210236351498,46.7768492049913,0.830589292585094,0.975113131194997,1.13778138048808,0.973044362151984,3,"247",FALSE,1.00342979956268,"Additive"
"100",0,1,0,1,0,0,0,1,45.704491768126,49.7260525701086,47.8294767628433,43.7782294095084,49.6210236351498,46.7768492049913,0.83890985679851,1.01061987275952,1.22018461900649,1.02250317359425,3,"248",FALSE,1.0211505701808,"Additive"
"100",0,1,0,0,1,1,0,0,44.2210758132681,47.3684473555934,46.2796951953217,43.7782294095084,49.6210236351498,46.7768492049913,0.809843256831586,0.957262321774393,1.11929210699251,0.989371793566281,3,"256",FALSE,1.04156553614686,"Additive"
"100",0,1,0,0,1,0,1,0,41.8032925730439,44.188407913001,42.84114933513,43.7782294095084,49.6210236351498,46.7768492049913,0.799153198657603,0.950412943633447,1.11423048121392,0.915862228073255,3,"257",FALSE,0.970895772550181,"Additive"
"100",0,1,0,0,1,0,0,1,47.7299852717439,47.7399886918428,47.7349869817933,43.7782294095084,49.6210236351498,46.7768492049913,0.866702334299528,1.04168711854382,1.25559240701333,1.02048316192917,3,"258",FALSE,0.988041985755094,"Additive"
"100",0,1,0,0,0,1,1,0,43.9296443442051,47.3605476973174,45.6762426049151,43.7782294095084,49.6210236351498,46.7768492049913,0.828245631495937,0.978488803682861,1.141873218604,0.976471125807278,3,"267",FALSE,1.00536246257617,"Additive"
"100",0,1,0,0,0,1,0,1,44.1506489215685,47.6246822303403,46.3977839622956,43.7782294095084,49.6210236351498,46.7768492049913,0.814063863301127,0.976844385131335,1.17774055387949,0.99189630663163,3,"268",FALSE,1.02311736440901,"Additive"
"100",0,1,0,0,0,0,1,1,43.0650337986903,46.104018189736,44.8129079613212,43.7782294095084,49.6210236351498,46.7768492049913,0.841037952449305,1.01426889792832,1.22520017484942,0.958014674415895,3,"278",FALSE,0.953699301152117,"Additive"
"100",0,0,1,1,1,0,0,0,44.5412179548049,47.1246208063107,46.4320604037079,43.7782294095084,49.6210236351498,46.7768492049913,0.816473754179564,0.967835147910393,1.13370133691323,0.992629071706551,3,"345",FALSE,1.0323008369652,"Additive"
"100",0,0,1,1,0,1,0,0,47.0749031245743,48.8035396163041,47.6308006993509,43.7782294095084,49.6210236351498,46.7768492049913,0.826508050953446,0.957281137815259,1.10133479767239,1.01825585752083,3,"346",FALSE,1.06894739982724,"Additive"
"100",0,0,1,1,0,0,1,0,42.2593346502344,45.6636886584472,44.4715639724251,43.7782294095084,49.6210236351498,46.7768492049913,0.809703440342102,0.959600675557117,1.1199141707391,0.950717389654362,3,"347",FALSE,0.996419788821087,"Additive"
"100",0,0,1,1,0,0,0,1,44.6671601533067,47.924951058339,46.3898151053248,43.7782294095084,49.6210236351498,46.7768492049913,0.821362303999062,0.985844708790628,1.18773848523576,0.991725947637677,3,"348",FALSE,1.0140167612498,"Additive"
"100",0,0,1,0,1,1,0,0,45.1416891125805,47.596953018706,46.2365415228205,43.7782294095084,49.6210236351498,46.7768492049913,0.813954133731185,0.962077127309796,1.12958510549259,0.988449250187779,3,"356",FALSE,1.03428910724307,"Additive"
"100",0,0,1,0,1,0,1,0,43.4417613347066,45.7696753219194,44.565063476259,43.7782294095084,49.6210236351498,46.7768492049913,0.835340168772882,0.994811262239028,1.17305218130163,0.952716231077482,3,"357",FALSE,0.964113046147684,"Additive"
"100",0,0,1,0,1,0,0,1,46.5771973963244,48.2710673419681,47.6647733949864,43.7782294095084,49.6210236351498,46.7768492049913,0.870401083304929,1.04921699335738,1.27064784028624,1.0189821290892,3,"358",FALSE,0.981139475050002,"Additive"
"100",0,0,1,0,0,1,1,0,42.7983517158672,46.0141048235967,44.7847785258514,43.7782294095084,49.6210236351498,46.7768492049913,0.817544101491266,0.965157015280309,1.12540318632899,0.957413320627689,3,"367",FALSE,0.99833895015415,"Additive"
"100",0,0,1,0,0,1,0,1,44.4690612994273,47.6187178398122,46.5187559001881,43.7782294095084,49.6210236351498,46.7768492049913,0.823522448423153,0.988109340771154,1.19087523249442,0.994482456403334,3,"368",FALSE,1.01596981535521,"Additive"
"100",0,0,1,0,0,0,1,1,41.7523646208807,45.0155262772321,43.0870659266611,43.7782294095084,49.6210236351498,46.7768492049913,0.813006061356088,0.980319574463452,1.18548091887965,0.921119456717566,3,"378",FALSE,0.947036710158465,"Additive"
"100",0,0,0,1,1,1,0,0,44.6603734166737,47.2970703723337,46.2087605300752,43.7782294095084,49.6210236351498,46.7768492049913,0.808666263300639,0.955186667105091,1.11555372595672,0.987855345441789,3,"456",FALSE,1.04077435474852,"Additive"
"100",0,0,0,1,1,0,1,0,43.0366064014996,45.3178990606283,44.2662767003729,43.7782294095084,49.6210236351498,46.7768492049913,0.827509356643234,0.980973226171349,1.15729109744195,0.946328738525842,3,"457",FALSE,0.97015827246179,"Additive"
"100",0,0,0,1,1,0,0,1,46.4843223371197,48.6000933688734,47.6674492431151,43.7782294095084,49.6210236351498,46.7768492049913,0.862662574133888,1.04094029414406,1.25886554689336,1.01903933362893,3,"458",FALSE,0.987291461267883,"Additive"
"100",0,0,0,1,0,1,1,0,42.5037172292533,46.817093537514,45.2663848602193,43.7782294095084,49.6210236351498,46.7768492049913,0.816685504155721,0.968323788867364,1.13447286776652,0.967709147357217,3,"467",FALSE,1.00459878131812,"Additive"
"100",0,0,0,1,0,1,0,1,45.3199942499317,48.1058478717012,46.9194701651649,43.7782294095084,49.6210236351498,46.7768492049913,0.827517024344513,0.987970537202799,1.18759545990309,1.00304896466089,3,"468",FALSE,1.02234019638746,"Additive"
"100",0,0,0,1,0,0,1,1,42.7170216747117,45.448785950782,43.5844840964062,43.7782294095084,49.6210236351498,46.7768492049913,0.818075020415266,0.985281791678904,1.18931419324161,0.93175331039089,3,"478",FALSE,0.952974863639065,"Additive"
"100",0,0,0,0,1,1,1,0,41.8136590213015,44.5552288808869,43.1218102952318,43.7782294095084,49.6210236351498,46.7768492049913,0.805869327214354,0.953872974429263,1.12260512126826,0.921862225184471,3,"567",FALSE,0.97202685261681,"Additive"
"100",0,0,0,0,1,1,0,1,43.418133873287,49.4716829196721,47.0522647361337,43.7782294095084,49.6210236351498,46.7768492049913,0.823244983334588,1.02605219469404,1.26711666131151,1.00588785982432,3,"568",FALSE,0.989193040921545,"Additive"
"100",0,0,0,0,1,0,1,1,43.1863875021981,45.095385318317,43.8660144756774,43.7782294095084,49.6210236351498,46.7768492049913,0.848041215554113,1.02616681767707,1.24819055378417,0.937771894029081,3,"578",FALSE,0.922076728094975,"Additive"
"100",0,0,0,0,0,1,1,1,41.5586871244819,44.5655541667817,43.1761714375865,43.7782294095084,49.6210236351498,46.7768492049913,0.811212315251976,0.97545823448551,1.18010083115518,0.923024362935915,3,"678",FALSE,0.954810347568827,"Additive"
"100",1,1,1,1,0,0,0,0,46.419088271226,49.5066373065371,48.2890991098609,43.7782294095084,49.6210236351498,46.7768492049913,0.790730840074573,0.939592388195138,1.10772134280808,1.032329024519,4,"1234",FALSE,1.10543301365165,"Additive"
"100",1,1,1,0,1,0,0,0,45.2301892306446,47.9663488488963,46.7250925779809,43.7782294095084,49.6210236351498,46.7768492049913,0.781305560337571,0.941745200993594,1.12328902728856,0.998893541829129,4,"1235",FALSE,1.0695917544601,"Additive"
"100",1,1,1,0,0,1,0,0,47.0257985525095,49.4721727882184,47.99554613062,43.7782294095084,49.6210236351498,46.7768492049913,0.783786618982577,0.931219755221604,1.08959704551999,1.02605342057752,4,"1236",FALSE,1.1075621406721,"Additive"
"100",1,1,1,0,0,0,1,0,44.1307036849199,47.6947804010328,46.0845652158004,43.7782294095084,49.6210236351498,46.7768492049913,0.804645474850304,0.96315150257704,1.13633983496678,0.985200286018473,4,"1237",FALSE,1.03241453648055,"Additive"
"100",1,1,1,0,0,0,0,1,47.7987237785498,48.3424821157597,48.0706029471548,43.7782294095084,49.6210236351498,46.7768492049913,0.819500179862359,0.988068248419966,1.19356924011966,1.02765799245036,4,"1238",FALSE,1.05064718334011,"Additive"
"100",1,1,0,1,1,0,0,0,43.5543662254583,47.5558811768109,45.821740049908,43.7782294095084,49.6210236351498,46.7768492049913,0.755810561408045,0.91752758180045,1.09902227841339,0.979581584238439,4,"1245",FALSE,1.07629835826061,"Additive"
"100",1,1,0,1,0,1,0,0,47.0495394946648,48.485779210517,47.8787453504938,43.7782294095084,49.6210236351498,46.7768492049913,0.782637436720531,0.923991710522114,1.07751670218725,1.02355644221939,4,"1246",FALSE,1.11450682814838,"Additive"
"100",1,1,0,1,0,0,1,0,43.4533771372731,46.618586901754,45.5580744025493,43.7782294095084,49.6210236351498,46.7768492049913,0.787731074054435,0.94504304387854,1.12270499525643,0.973944914564447,4,"1247",FALSE,1.0388880299655,"Additive"
"100",1,1,0,1,0,0,0,1,47.6776983252716,48.3498664872277,48.0137824062496,43.7782294095084,49.6210236351498,46.7768492049913,0.812704380193569,0.980299180794887,1.18527930324528,1.02644327743918,4,"1248",FALSE,1.05723500001259,"Additive"
"100",1,1,0,0,1,1,0,0,44.39295971576,48.9337892971188,46.3190086656906,43.7782294095084,49.6210236351498,46.7768492049913,0.762505075959295,0.925634401166494,1.10779263529751,0.990212240732712,4,"1256",FALSE,1.0783713702734,"Additive"
"100",1,1,0,0,1,0,1,0,42.7492884850925,44.7591960806521,43.8695473678207,43.7782294095084,49.6210236351498,46.7768492049913,0.776034157097317,0.939054345895707,1.11779518661788,0.937847420538525,4,"1257",FALSE,1.00520434701669,"Additive"
"100",1,1,0,0,1,0,0,1,47.1031197363123,47.6510226300179,47.3770711831651,43.7782294095084,49.6210236351498,46.7768492049913,0.814439016125819,0.999632689226103,1.21800990565394,1.01283160341868,4,"1258",FALSE,1.02295645649718,"Additive"
"100",1,1,0,0,0,1,1,0,43.1242195512746,46.9775218688647,45.6943407939285,43.7782294095084,49.6210236351498,46.7768492049913,0.783809332893024,0.946639768453911,1.12499836868107,0.976858030639925,4,"1267",FALSE,1.04088898755272,"Additive"
"100",1,1,0,0,0,1,0,1,44.7152710013273,48.6147214820782,46.6124108749896,43.7782294095084,49.6210236351498,46.7768492049913,0.777469214009558,0.95059777454001,1.16120079224586,0.996484621499813,4,"1268",FALSE,1.05927129491033,"Additive"
"100",1,1,0,0,0,0,1,1,42.1524521423386,46.2702149542487,43.8496884960557,43.7782294095084,49.6210236351498,46.7768492049913,0.775657505647443,0.958897636844894,1.175786945306,0.93742287565997,4,"1278",FALSE,0.987400203367696,"Additive"
"100",1,0,1,1,1,0,0,0,44.5724691621007,48.596192546335,46.9055455156764,43.7782294095084,49.6210236351498,46.7768492049913,0.778817865460493,0.946144749287503,1.13299743501971,1.00275128215928,4,"1345",FALSE,1.06877928412522,"Additive"
"100",1,0,1,1,0,1,0,0,46.5051667043058,49.1567714161995,47.8440989197139,43.7782294095084,49.6210236351498,46.7768492049913,0.78602765167245,0.929822423305564,1.09415046306372,1.02281576747603,4,"1346",FALSE,1.1067208277323,"Additive"
"100",1,0,1,1,0,0,1,0,43.1230658311052,47.6859688473286,45.5250167762741,43.7782294095084,49.6210236351498,46.7768492049913,0.787817124057141,0.950871491156797,1.13389080849405,0.97323820543724,4,"1347",FALSE,1.03163030625374,"Additive"
