"Strain","PlateWell","Mean","SD","n","Amoxicillin","Chlorothalonil","Diflufenican","Glyphosate","Imidacloprid","Metaldehyde","Oxytetracycline","Tebuconazole","Complexity","Strain_nice"
"74","5D2",25.8450105377888,1.68798399800778,4,0,1,1,1,0,1,1,1,6,"IL 74"
"74","5D2",25.8450105377888,1.68798399800778,4,0,1,1,1,0,1,1,1,6,"IL 74"
"74","5D3",24.4789199065605,2.30789879141503,4,1,1,1,1,1,0,1,1,7,"IL 74"
"74","5D3",24.4789199065605,2.30789879141503,4,1,1,1,1,1,0,1,1,7,"IL 74"
"74","5D3",24.4789199065605,2.30789879141503,4,1,1,1,1,1,0,1,1,7,"IL 74"
"74","5D3",24.4789199065605,2.30789879141503,4,1,1,1,1,1,0,1,1,7,"IL 74"
"74","5D4",23.906076576628,2.01370599139335,4,1,1,1,1,1,1,1,1,8,"IL 74"
"74","5D4",23.906076576628,2.01370599139335,4,1,1,1,1,1,1,1,1,8,"IL 74"
"74","5D4",23.906076576628,2.01370599139335,4,1,1,1,1,1,1,1,1,8,"IL 74"
"74","5D4",23.906076576628,2.01370599139335,4,1,1,1,1,1,1,1,1,8,"IL 74"
"74","5E2",25.5078568137358,1.5778058453318,4,0,1,1,0,1,1,1,1,6,"IL 74"
"74","5E2",25.5078568137358,1.5778058453318,4,0,1,1,0,1,1,1,1,6,"IL 74"
"74","5E2",25.5078568137358,1.5778058453318,4,0,1,1,0,1,1,1,1,6,"IL 74"
"74","5E2",25.5078568137358,1.5778058453318,4,0,1,1,0,1,1,1,1,6,"IL 74"
"74","5E3",24.7824413971672,1.94127186188852,4,1,1,1,1,0,1,1,1,7,"IL 74"
"74","5E3",24.7824413971672,1.94127186188852,4,1,1,1,1,0,1,1,1,7,"IL 74"
"74","5E3",24.7824413971672,1.94127186188852,4,1,1,1,1,0,1,1,1,7,"IL 74"
"74","5E3",24.7824413971672,1.94127186188852,4,1,1,1,1,0,1,1,1,7,"IL 74"
"74","5F2",23.3364651048786,2.53027235858962,4,0,1,0,1,1,1,1,1,6,"IL 74"
"74","5F2",23.3364651048786,2.53027235858962,4,0,1,0,1,1,1,1,1,6,"IL 74"
"74","5F2",23.3364651048786,2.53027235858962,4,0,1,0,1,1,1,1,1,6,"IL 74"
"74","5F2",23.3364651048786,2.53027235858962,4,0,1,0,1,1,1,1,1,6,"IL 74"
"74","5F3",24.3559750672234,2.64199433556807,4,1,1,1,0,1,1,1,1,7,"IL 74"
"74","5F3",24.3559750672234,2.64199433556807,4,1,1,1,0,1,1,1,1,7,"IL 74"
"74","5F3",24.3559750672234,2.64199433556807,4,1,1,1,0,1,1,1,1,7,"IL 74"
"74","5F3",24.3559750672234,2.64199433556807,4,1,1,1,0,1,1,1,1,7,"IL 74"
"74","5G2",24.7254126467498,3.2483486928595,4,0,0,1,1,1,1,1,1,6,"IL 74"
"74","5G2",24.7254126467498,3.2483486928595,4,0,0,1,1,1,1,1,1,6,"IL 74"
"74","5G2",24.7254126467498,3.2483486928595,4,0,0,1,1,1,1,1,1,6,"IL 74"
"74","5G2",24.7254126467498,3.2483486928595,4,0,0,1,1,1,1,1,1,6,"IL 74"
"74","5G3",25.7941104086125,2.82387498140478,4,1,1,0,1,1,1,1,1,7,"IL 74"
"74","5G3",25.7941104086125,2.82387498140478,4,1,1,0,1,1,1,1,1,7,"IL 74"
"74","5G3",25.7941104086125,2.82387498140478,4,1,1,0,1,1,1,1,1,7,"IL 74"
"74","5G3",25.7941104086125,2.82387498140478,4,1,1,0,1,1,1,1,1,7,"IL 74"
"Ecoli","1B10",33.9421479175166,2.69844497993109,4,1,0,0,1,0,1,0,0,3,"E. coli"
"Ecoli","1B10",33.9421479175166,2.69844497993109,4,1,0,0,1,0,1,0,0,3,"E. coli"
"Ecoli","1B10",33.9421479175166,2.69844497993109,4,1,0,0,1,0,1,0,0,3,"E. coli"
"Ecoli","1B10",33.9421479175166,2.69844497993109,4,1,0,0,1,0,1,0,0,3,"E. coli"
"Ecoli","1B11",35.8431609708146,2.06410747024253,4,1,0,0,0,0,1,1,0,3,"E. coli"
"Ecoli","1B11",35.8431609708146,2.06410747024253,4,1,0,0,0,0,1,1,0,3,"E. coli"
"Ecoli","1B11",35.8431609708146,2.06410747024253,4,1,0,0,0,0,1,1,0,3,"E. coli"
"Ecoli","1B11",35.8431609708146,2.06410747024253,4,1,0,0,0,0,1,1,0,3,"E. coli"
"Ecoli","1B2",33.6888963058129,3.77153512357727,4,1,0,0,0,0,0,0,0,1,"E. coli"
"Ecoli","1B2",33.6888963058129,3.77153512357727,4,1,0,0,0,0,0,0,0,1,"E. coli"
"Ecoli","1B2",33.6888963058129,3.77153512357727,4,1,0,0,0,0,0,0,0,1,"E. coli"
"Ecoli","1B2",33.6888963058129,3.77153512357727,4,1,0,0,0,0,0,0,0,1,"E. coli"
"Ecoli","1B3",30.2725277031611,1.00711531301607,4,0,0,0,0,0,0,1,0,1,"E. coli"
"Ecoli","1B3",30.2725277031611,1.00711531301607,4,0,0,0,0,0,0,1,0,1,"E. coli"
"Ecoli","1B3",30.2725277031611,1.00711531301607,4,0,0,0,0,0,0,1,0,1,"E. coli"
"Ecoli","1B3",30.2725277031611,1.00711531301607,4,0,0,0,0,0,0,1,0,1,"E. coli"
"Ecoli","1B4",35.9899350149102,3.12118714798101,4,1,0,0,0,0,1,0,0,2,"E. coli"
"Ecoli","1B4",35.9899350149102,3.12118714798101,4,1,0,0,0,0,1,0,0,2,"E. coli"
"Ecoli","1B4",35.9899350149102,3.12118714798101,4,1,0,0,0,0,1,0,0,2,"E. coli"
"Ecoli","1B4",35.9899350149102,3.12118714798101,4,1,0,0,0,0,1,0,0,2,"E. coli"
"Ecoli","1B5",35.9120286501244,0.936895968718319,4,0,1,0,0,0,1,0,0,2,"E. coli"
"Ecoli","1B5",35.9120286501244,0.936895968718319,4,0,1,0,0,0,1,0,0,2,"E. coli"
"Ecoli","1B5",35.9120286501244,0.936895968718319,4,0,1,0,0,0,1,0,0,2,"E. coli"
"Ecoli","1B5",35.9120286501244,0.936895968718319,4,0,1,0,0,0,1,0,0,2,"E. coli"
"Ecoli","1B6",35.8090441860804,1.24532621214477,4,0,0,1,0,0,0,1,0,2,"E. coli"
"Ecoli","1B6",35.8090441860804,1.24532621214477,4,0,0,1,0,0,0,1,0,2,"E. coli"
"Ecoli","1B6",35.8090441860804,1.24532621214477,4,0,0,1,0,0,0,1,0,2,"E. coli"
"Ecoli","1B6",35.8090441860804,1.24532621214477,4,0,0,1,0,0,0,1,0,2,"E. coli"
"Ecoli","1B7",35.263140891069,3.1401557945175,4,0,0,0,0,1,1,0,0,2,"E. coli"
"Ecoli","1B7",35.263140891069,3.1401557945175,4,0,0,0,0,1,1,0,0,2,"E. coli"
"Ecoli","1B7",35.263140891069,3.1401557945175,4,0,0,0,0,1,1,0,0,2,"E. coli"
"Ecoli","1B7",35.263140891069,3.1401557945175,4,0,0,0,0,1,1,0,0,2,"E. coli"
"Ecoli","1B8",35.2096255177797,4.65647925738008,4,1,1,1,0,0,0,0,0,3,"E. coli"
"Ecoli","1B8",35.2096255177797,4.65647925738008,4,1,1,1,0,0,0,0,0,3,"E. coli"
"Ecoli","1B8",35.2096255177797,4.65647925738008,4,1,1,1,0,0,0,0,0,3,"E. coli"
"Ecoli","1B8",35.2096255177797,4.65647925738008,4,1,1,1,0,0,0,0,0,3,"E. coli"
"Ecoli","1B9",34.9208700221477,2.64862488221876,4,1,0,1,1,0,0,0,0,3,"E. coli"
"Ecoli","1B9",34.9208700221477,2.64862488221876,4,1,0,1,1,0,0,0,0,3,"E. coli"
"Ecoli","1B9",34.9208700221477,2.64862488221876,4,1,0,1,1,0,0,0,0,3,"E. coli"
"Ecoli","1B9",34.9208700221477,2.64862488221876,4,1,0,1,1,0,0,0,0,3,"E. coli"
"Ecoli","1C10",34.1493705563524,1.12730147084574,4,1,0,0,1,0,0,1,0,3,"E. coli"
"Ecoli","1C10",34.1493705563524,1.12730147084574,4,1,0,0,1,0,0,1,0,3,"E. coli"
"Ecoli","1C10",34.1493705563524,1.12730147084574,4,1,0,0,1,0,0,1,0,3,"E. coli"
"Ecoli","1C10",34.1493705563524,1.12730147084574,4,1,0,0,1,0,0,1,0,3,"E. coli"
"Ecoli","1C11",38.1023247814226,1.22216403867321,4,1,0,0,0,0,1,0,1,3,"E. coli"
"Ecoli","1C11",38.1023247814226,1.22216403867321,4,1,0,0,0,0,1,0,1,3,"E. coli"
"Ecoli","1C11",38.1023247814226,1.22216403867321,4,1,0,0,0,0,1,0,1,3,"E. coli"
"Ecoli","1C11",38.1023247814226,1.22216403867321,4,1,0,0,0,0,1,0,1,3,"E. coli"
"Ecoli","1C2",36.7869490702104,1.71226112753134,4,0,1,0,0,0,0,0,0,1,"E. coli"
"Ecoli","1C2",36.7869490702104,1.71226112753134,4,0,1,0,0,0,0,0,0,1,"E. coli"
"Ecoli","1C2",36.7869490702104,1.71226112753134,4,0,1,0,0,0,0,0,0,1,"E. coli"
"Ecoli","1C2",36.7869490702104,1.71226112753134,4,0,1,0,0,0,0,0,0,1,"E. coli"
"Ecoli","1C3",35.8295381027558,2.08689576851465,4,0,0,0,0,0,0,0,1,1,"E. coli"
"Ecoli","1C3",35.8295381027558,2.08689576851465,4,0,0,0,0,0,0,0,1,1,"E. coli"
"Ecoli","1C3",35.8295381027558,2.08689576851465,4,0,0,0,0,0,0,0,1,1,"E. coli"
"Ecoli","1C3",35.8295381027558,2.08689576851465,4,0,0,0,0,0,0,0,1,1,"E. coli"
"Ecoli","1C4",37.0201708052299,1.13130392623209,4,1,0,0,0,0,0,1,0,2,"E. coli"
"Ecoli","1C4",37.0201708052299,1.13130392623209,4,1,0,0,0,0,0,1,0,2,"E. coli"
"Ecoli","1C4",37.0201708052299,1.13130392623209,4,1,0,0,0,0,0,1,0,2,"E. coli"
"Ecoli","1C4",37.0201708052299,1.13130392623209,4,1,0,0,0,0,0,1,0,2,"E. coli"
"Ecoli","1C5",35.6952091492893,1.84045162868299,4,0,1,0,0,0,0,1,0,2,"E. coli"
"Ecoli","1C5",35.6952091492893,1.84045162868299,4,0,1,0,0,0,0,1,0,2,"E. coli"
"Ecoli","1C5",35.6952091492893,1.84045162868299,4,0,1,0,0,0,0,1,0,2,"E. coli"
"Ecoli","1C5",35.6952091492893,1.84045162868299,4,0,1,0,0,0,0,1,0,2,"E. coli"
"Ecoli","1C6",36.4487349895178,2.35468458492395,4,0,0,1,0,0,0,0,1,2,"E. coli"
"Ecoli","1C6",36.4487349895178,2.35468458492395,4,0,0,1,0,0,0,0,1,2,"E. coli"
"Ecoli","1C6",36.4487349895178,2.35468458492395,4,0,0,1,0,0,0,0,1,2,"E. coli"
"Ecoli","1C6",36.4487349895178,2.35468458492395,4,0,0,1,0,0,0,0,1,2,"E. coli"
"Ecoli","1C7",29.9445994389701,1.95238248289429,4,0,0,0,0,1,0,1,0,2,"E. coli"
"Ecoli","1C7",29.9445994389701,1.95238248289429,4,0,0,0,0,1,0,1,0,2,"E. coli"
"Ecoli","1C7",29.9445994389701,1.95238248289429,4,0,0,0,0,1,0,1,0,2,"E. coli"
"Ecoli","1C7",29.9445994389701,1.95238248289429,4,0,0,0,0,1,0,1,0,2,"E. coli"
"Ecoli","1C8",36.7367712670991,1.24979392258119,4,1,1,0,1,0,0,0,0,3,"E. coli"
"Ecoli","1C8",36.7367712670991,1.24979392258119,4,1,1,0,1,0,0,0,0,3,"E. coli"
"Ecoli","1C8",36.7367712670991,1.24979392258119,4,1,1,0,1,0,0,0,0,3,"E. coli"
"Ecoli","1C8",36.7367712670991,1.24979392258119,4,1,1,0,1,0,0,0,0,3,"E. coli"
"Ecoli","1C9",37.6040962642522,1.46187235784006,4,1,0,1,0,1,0,0,0,3,"E. coli"
"Ecoli","1C9",37.6040962642522,1.46187235784006,4,1,0,1,0,1,0,0,0,3,"E. coli"
"Ecoli","1C9",37.6040962642522,1.46187235784006,4,1,0,1,0,1,0,0,0,3,"E. coli"
"Ecoli","1C9",37.6040962642522,1.46187235784006,4,1,0,1,0,1,0,0,0,3,"E. coli"
"Ecoli","1D10",35.6670776176294,1.74533359179393,4,1,0,0,1,0,0,0,1,3,"E. coli"
"Ecoli","1D10",35.6670776176294,1.74533359179393,4,1,0,0,1,0,0,0,1,3,"E. coli"
"Ecoli","1D10",35.6670776176294,1.74533359179393,4,1,0,0,1,0,0,0,1,3,"E. coli"
"Ecoli","1D10",35.6670776176294,1.74533359179393,4,1,0,0,1,0,0,0,1,3,"E. coli"
"Ecoli","1D11",33.7233065118974,2.1130722713944,4,1,0,0,0,0,0,1,1,3,"E. coli"
"Ecoli","1D11",33.7233065118974,2.1130722713944,4,1,0,0,0,0,0,1,1,3,"E. coli"
"Ecoli","1D11",33.7233065118974,2.1130722713944,4,1,0,0,0,0,0,1,1,3,"E. coli"
"Ecoli","1D11",33.7233065118974,2.1130722713944,4,1,0,0,0,0,0,1,1,3,"E. coli"
"Ecoli","1D2",36.2976662895087,1.94960387948919,4,0,0,1,0,0,0,0,0,1,"E. coli"
"Ecoli","1D2",36.2976662895087,1.94960387948919,4,0,0,1,0,0,0,0,0,1,"E. coli"
"Ecoli","1D2",36.2976662895087,1.94960387948919,4,0,0,1,0,0,0,0,0,1,"E. coli"
"Ecoli","1D2",36.2976662895087,1.94960387948919,4,0,0,1,0,0,0,0,0,1,"E. coli"
"Ecoli","1D3",35.7513628184365,1.74479588839477,4,1,1,0,0,0,0,0,0,2,"E. coli"
"Ecoli","1D3",35.7513628184365,1.74479588839477,4,1,1,0,0,0,0,0,0,2,"E. coli"
"Ecoli","1D3",35.7513628184365,1.74479588839477,4,1,1,0,0,0,0,0,0,2,"E. coli"
"Ecoli","1D3",35.7513628184365,1.74479588839477,4,1,1,0,0,0,0,0,0,2,"E. coli"
"Ecoli","1D4",35.9833410528834,1.66090451680931,4,1,0,0,0,0,0,0,1,2,"E. coli"
"Ecoli","1D4",35.9833410528834,1.66090451680931,4,1,0,0,0,0,0,0,1,2,"E. coli"
"Ecoli","1D4",35.9833410528834,1.66090451680931,4,1,0,0,0,0,0,0,1,2,"E. coli"
"Ecoli","1D4",35.9833410528834,1.66090451680931,4,1,0,0,0,0,0,0,1,2,"E. coli"
"Ecoli","1D5",34.4382276087014,1.69759330571739,4,0,1,0,0,0,0,0,1,2,"E. coli"
"Ecoli","1D5",34.4382276087014,1.69759330571739,4,0,1,0,0,0,0,0,1,2,"E. coli"
"Ecoli","1D5",34.4382276087014,1.69759330571739,4,0,1,0,0,0,0,0,1,2,"E. coli"
"Ecoli","1D5",34.4382276087014,1.69759330571739,4,0,1,0,0,0,0,0,1,2,"E. coli"
"Ecoli","1D6",35.2591045796084,2.77909853050588,4,0,0,0,1,1,0,0,0,2,"E. coli"
"Ecoli","1D6",35.2591045796084,2.77909853050588,4,0,0,0,1,1,0,0,0,2,"E. coli"
"Ecoli","1D6",35.2591045796084,2.77909853050588,4,0,0,0,1,1,0,0,0,2,"E. coli"
"Ecoli","1D6",35.2591045796084,2.77909853050588,4,0,0,0,1,1,0,0,0,2,"E. coli"
"Ecoli","1D7",37.3263733086907,0.81610197376855,4,0,0,0,0,1,0,0,1,2,"E. coli"
"Ecoli","1D7",37.3263733086907,0.81610197376855,4,0,0,0,0,1,0,0,1,2,"E. coli"
"Ecoli","1D7",37.3263733086907,0.81610197376855,4,0,0,0,0,1,0,0,1,2,"E. coli"
"Ecoli","1D7",37.3263733086907,0.81610197376855,4,0,0,0,0,1,0,0,1,2,"E. coli"
"Ecoli","1D8",37.0583046344222,0.570041420431226,4,1,1,0,0,1,0,0,0,3,"E. coli"
"Ecoli","1D8",37.0583046344222,0.570041420431226,4,1,1,0,0,1,0,0,0,3,"E. coli"
"Ecoli","1D8",37.0583046344222,0.570041420431226,4,1,1,0,0,1,0,0,0,3,"E. coli"
"Ecoli","1D8",37.0583046344222,0.570041420431226,4,1,1,0,0,1,0,0,0,3,"E. coli"
"Ecoli","1D9",35.0839452612043,1.59176518723309,4,1,0,1,0,0,1,0,0,3,"E. coli"
"Ecoli","1D9",35.0839452612043,1.59176518723309,4,1,0,1,0,0,1,0,0,3,"E. coli"
"Ecoli","1D9",35.0839452612043,1.59176518723309,4,1,0,1,0,0,1,0,0,3,"E. coli"
"Ecoli","1D9",35.0839452612043,1.59176518723309,4,1,0,1,0,0,1,0,0,3,"E. coli"
"Ecoli","1E10",35.0993990866186,3.09897604578905,4,1,0,0,0,1,1,0,0,3,"E. coli"
"Ecoli","1E10",35.0993990866186,3.09897604578905,4,1,0,0,0,1,1,0,0,3,"E. coli"
"Ecoli","1E10",35.0993990866186,3.09897604578905,4,1,0,0,0,1,1,0,0,3,"E. coli"
"Ecoli","1E10",35.0993990866186,3.09897604578905,4,1,0,0,0,1,1,0,0,3,"E. coli"
"Ecoli","1E11",35.9725310959493,2.61494165509902,4,0,1,1,1,0,0,0,0,3,"E. coli"
"Ecoli","1E11",35.9725310959493,2.61494165509902,4,0,1,1,1,0,0,0,0,3,"E. coli"
"Ecoli","1E11",35.9725310959493,2.61494165509902,4,0,1,1,1,0,0,0,0,3,"E. coli"
"Ecoli","1E11",35.9725310959493,2.61494165509902,4,0,1,1,1,0,0,0,0,3,"E. coli"
"Ecoli","1E2",36.3456259120271,1.05341674274916,4,0,0,0,1,0,0,0,0,1,"E. coli"
"Ecoli","1E2",36.3456259120271,1.05341674274916,4,0,0,0,1,0,0,0,0,1,"E. coli"
"Ecoli","1E2",36.3456259120271,1.05341674274916,4,0,0,0,1,0,0,0,0,1,"E. coli"
"Ecoli","1E2",36.3456259120271,1.05341674274916,4,0,0,0,1,0,0,0,0,1,"E. coli"
"Ecoli","1E3",36.3253459737236,1.17329044862721,4,1,0,1,0,0,0,0,0,2,"E. coli"
"Ecoli","1E3",36.3253459737236,1.17329044862721,4,1,0,1,0,0,0,0,0,2,"E. coli"
"Ecoli","1E3",36.3253459737236,1.17329044862721,4,1,0,1,0,0,0,0,0,2,"E. coli"
"Ecoli","1E3",36.3253459737236,1.17329044862721,4,1,0,1,0,0,0,0,0,2,"E. coli"
"Ecoli","1E4",36.7266941608272,0.627230011585128,4,0,1,1,0,0,0,0,0,2,"E. coli"
"Ecoli","1E4",36.7266941608272,0.627230011585128,4,0,1,1,0,0,0,0,0,2,"E. coli"
"Ecoli","1E4",36.7266941608272,0.627230011585128,4,0,1,1,0,0,0,0,0,2,"E. coli"
"Ecoli","1E4",36.7266941608272,0.627230011585128,4,0,1,1,0,0,0,0,0,2,"E. coli"
"Ecoli","1E5",35.8571251621389,0.77588965240583,4,0,0,1,1,0,0,0,0,2,"E. coli"
"Ecoli","1E5",35.8571251621389,0.77588965240583,4,0,0,1,1,0,0,0,0,2,"E. coli"
"Ecoli","1E5",35.8571251621389,0.77588965240583,4,0,0,1,1,0,0,0,0,2,"E. coli"
"Ecoli","1E5",35.8571251621389,0.77588965240583,4,0,0,1,1,0,0,0,0,2,"E. coli"
"Ecoli","1E6",35.6935934311833,1.20339704458036,4,0,0,0,1,0,1,0,0,2,"E. coli"
"Ecoli","1E6",35.6935934311833,1.20339704458036,4,0,0,0,1,0,1,0,0,2,"E. coli"
"Ecoli","1E6",35.6935934311833,1.20339704458036,4,0,0,0,1,0,1,0,0,2,"E. coli"
"Ecoli","1E6",35.6935934311833,1.20339704458036,4,0,0,0,1,0,1,0,0,2,"E. coli"
"Ecoli","1E7",10.1030046063842,1.77971344900957,4,0,0,0,0,0,1,1,0,2,"E. coli"
"Ecoli","1E7",10.1030046063842,1.77971344900957,4,0,0,0,0,0,1,1,0,2,"E. coli"
"Ecoli","1E7",10.1030046063842,1.77971344900957,4,0,0,0,0,0,1,1,0,2,"E. coli"
"Ecoli","1E7",10.1030046063842,1.77971344900957,4,0,0,0,0,0,1,1,0,2,"E. coli"
"Ecoli","1E8",35.973876872817,2.54332818692323,4,1,1,0,0,0,1,0,0,3,"E. coli"
"Ecoli","1E8",35.973876872817,2.54332818692323,4,1,1,0,0,0,1,0,0,3,"E. coli"
"Ecoli","1E8",35.973876872817,2.54332818692323,4,1,1,0,0,0,1,0,0,3,"E. coli"
"Ecoli","1E8",35.973876872817,2.54332818692323,4,1,1,0,0,0,1,0,0,3,"E. coli"
"Ecoli","1E9",27.3975078912374,0.72546301567983,4,1,0,1,0,0,0,1,0,3,"E. coli"
"Ecoli","1E9",27.3975078912374,0.72546301567983,4,1,0,1,0,0,0,1,0,3,"E. coli"
"Ecoli","1E9",27.3975078912374,0.72546301567983,4,1,0,1,0,0,0,1,0,3,"E. coli"
"Ecoli","1E9",27.3975078912374,0.72546301567983,4,1,0,1,0,0,0,1,0,3,"E. coli"
"Ecoli","1F10",36.2063844524818,0.942816642875285,4,1,0,0,0,1,0,1,0,3,"E. coli"
"Ecoli","1F10",36.2063844524818,0.942816642875285,4,1,0,0,0,1,0,1,0,3,"E. coli"
"Ecoli","1F10",36.2063844524818,0.942816642875285,4,1,0,0,0,1,0,1,0,3,"E. coli"
"Ecoli","1F10",36.2063844524818,0.942816642875285,4,1,0,0,0,1,0,1,0,3,"E. coli"
"Ecoli","1F11",37.1797393362523,1.53194167652751,4,0,1,1,0,1,0,0,0,3,"E. coli"
"Ecoli","1F11",37.1797393362523,1.53194167652751,4,0,1,1,0,1,0,0,0,3,"E. coli"
"Ecoli","1F11",37.1797393362523,1.53194167652751,4,0,1,1,0,1,0,0,0,3,"E. coli"
"Ecoli","1F11",37.1797393362523,1.53194167652751,4,0,1,1,0,1,0,0,0,3,"E. coli"
"Ecoli","1F2",36.6271383639037,1.39813567883774,4,0,0,0,0,1,0,0,0,1,"E. coli"
"Ecoli","1F2",36.6271383639037,1.39813567883774,4,0,0,0,0,1,0,0,0,1,"E. coli"
"Ecoli","1F2",36.6271383639037,1.39813567883774,4,0,0,0,0,1,0,0,0,1,"E. coli"
"Ecoli","1F2",36.6271383639037,1.39813567883774,4,0,0,0,0,1,0,0,0,1,"E. coli"
"Ecoli","1F3",36.5795790550876,0.860443773798494,4,1,0,0,1,0,0,0,0,2,"E. coli"
"Ecoli","1F3",36.5795790550876,0.860443773798494,4,1,0,0,1,0,0,0,0,2,"E. coli"
"Ecoli","1F3",36.5795790550876,0.860443773798494,4,1,0,0,1,0,0,0,0,2,"E. coli"
"Ecoli","1F3",36.5795790550876,0.860443773798494,4,1,0,0,1,0,0,0,0,2,"E. coli"
"Ecoli","1F4",35.873968716365,1.87727672215407,4,0,1,0,1,0,0,0,0,2,"E. coli"
"Ecoli","1F4",35.873968716365,1.87727672215407,4,0,1,0,1,0,0,0,0,2,"E. coli"
"Ecoli","1F4",35.873968716365,1.87727672215407,4,0,1,0,1,0,0,0,0,2,"E. coli"
"Ecoli","1F4",35.873968716365,1.87727672215407,4,0,1,0,1,0,0,0,0,2,"E. coli"
"Ecoli","1F5",35.8947810610113,2.14039869504245,4,0,0,1,0,1,0,0,0,2,"E. coli"
"Ecoli","1F5",35.8947810610113,2.14039869504245,4,0,0,1,0,1,0,0,0,2,"E. coli"
"Ecoli","1F5",35.8947810610113,2.14039869504245,4,0,0,1,0,1,0,0,0,2,"E. coli"
"Ecoli","1F5",35.8947810610113,2.14039869504245,4,0,0,1,0,1,0,0,0,2,"E. coli"
"Ecoli","1F6",28.9013135551493,1.84135646361557,4,0,0,0,1,0,0,1,0,2,"E. coli"
"Ecoli","1F6",28.9013135551493,1.84135646361557,4,0,0,0,1,0,0,1,0,2,"E. coli"
"Ecoli","1F6",28.9013135551493,1.84135646361557,4,0,0,0,1,0,0,1,0,2,"E. coli"
"Ecoli","1F6",28.9013135551493,1.84135646361557,4,0,0,0,1,0,0,1,0,2,"E. coli"
"Ecoli","1F7",35.3922690792396,2.97349963654233,4,0,0,0,0,0,1,0,1,2,"E. coli"
"Ecoli","1F7",35.3922690792396,2.97349963654233,4,0,0,0,0,0,1,0,1,2,"E. coli"
"Ecoli","1F7",35.3922690792396,2.97349963654233,4,0,0,0,0,0,1,0,1,2,"E. coli"
"Ecoli","1F7",35.3922690792396,2.97349963654233,4,0,0,0,0,0,1,0,1,2,"E. coli"
"Ecoli","1F8",32.5504516063746,2.66892473998339,4,1,1,0,0,0,0,1,0,3,"E. coli"
"Ecoli","1F8",32.5504516063746,2.66892473998339,4,1,1,0,0,0,0,1,0,3,"E. coli"
"Ecoli","1F8",32.5504516063746,2.66892473998339,4,1,1,0,0,0,0,1,0,3,"E. coli"
"Ecoli","1F8",32.5504516063746,2.66892473998339,4,1,1,0,0,0,0,1,0,3,"E. coli"
"Ecoli","1F9",34.9361481467188,2.08785535171484,4,1,0,1,0,0,0,0,1,3,"E. coli"
"Ecoli","1F9",34.9361481467188,2.08785535171484,4,1,0,1,0,0,0,0,1,3,"E. coli"
"Ecoli","1F9",34.9361481467188,2.08785535171484,4,1,0,1,0,0,0,0,1,3,"E. coli"
"Ecoli","1F9",34.9361481467188,2.08785535171484,4,1,0,1,0,0,0,0,1,3,"E. coli"
"Ecoli","1G10",36.8625700634456,1.18531390844778,4,1,0,0,0,1,0,0,1,3,"E. coli"
"Ecoli","1G10",36.8625700634456,1.18531390844778,4,1,0,0,0,1,0,0,1,3,"E. coli"
"Ecoli","1G10",36.8625700634456,1.18531390844778,4,1,0,0,0,1,0,0,1,3,"E. coli"
"Ecoli","1G10",36.8625700634456,1.18531390844778,4,1,0,0,0,1,0,0,1,3,"E. coli"
"Ecoli","1G11",38.1133981212748,0.860852167624682,4,0,1,1,0,0,1,0,0,3,"E. coli"
"Ecoli","1G11",38.1133981212748,0.860852167624682,4,0,1,1,0,0,1,0,0,3,"E. coli"
"Ecoli","1G11",38.1133981212748,0.860852167624682,4,0,1,1,0,0,1,0,0,3,"E. coli"
"Ecoli","1G11",38.1133981212748,0.860852167624682,4,0,1,1,0,0,1,0,0,3,"E. coli"
"Ecoli","1G2",37.2690077915156,1.40229523876713,4,0,0,0,0,0,1,0,0,1,"E. coli"
"Ecoli","1G2",37.2690077915156,1.40229523876713,4,0,0,0,0,0,1,0,0,1,"E. coli"
"Ecoli","1G2",37.2690077915156,1.40229523876713,4,0,0,0,0,0,1,0,0,1,"E. coli"
"Ecoli","1G2",37.2690077915156,1.40229523876713,4,0,0,0,0,0,1,0,0,1,"E. coli"
"Ecoli","1G3",37.7094475982118,1.10040117853816,4,1,0,0,0,1,0,0,0,2,"E. coli"
"Ecoli","1G3",37.7094475982118,1.10040117853816,4,1,0,0,0,1,0,0,0,2,"E. coli"
"Ecoli","1G3",37.7094475982118,1.10040117853816,4,1,0,0,0,1,0,0,0,2,"E. coli"
"Ecoli","1G3",37.7094475982118,1.10040117853816,4,1,0,0,0,1,0,0,0,2,"E. coli"
"Ecoli","1G4",36.4746241926335,1.15862660355118,4,0,1,0,0,1,0,0,0,2,"E. coli"
"Ecoli","1G4",36.4746241926335,1.15862660355118,4,0,1,0,0,1,0,0,0,2,"E. coli"
"Ecoli","1G4",36.4746241926335,1.15862660355118,4,0,1,0,0,1,0,0,0,2,"E. coli"
"Ecoli","1G4",36.4746241926335,1.15862660355118,4,0,1,0,0,1,0,0,0,2,"E. coli"
"Ecoli","1G5",36.5949346680857,1.62897805948659,4,0,0,1,0,0,1,0,0,2,"E. coli"
"Ecoli","1G5",36.5949346680857,1.62897805948659,4,0,0,1,0,0,1,0,0,2,"E. coli"
"Ecoli","1G5",36.5949346680857,1.62897805948659,4,0,0,1,0,0,1,0,0,2,"E. coli"
"Ecoli","1G5",36.5949346680857,1.62897805948659,4,0,0,1,0,0,1,0,0,2,"E. coli"
"Ecoli","1G6",37.036173345368,0.98735635663243,4,0,0,0,1,0,0,0,1,2,"E. coli"
"Ecoli","1G6",37.036173345368,0.98735635663243,4,0,0,0,1,0,0,0,1,2,"E. coli"
